epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,588.41,0.96053,0.56254,0.80695,0.94636,0.97576,0.97255,0.73296,0.86111,0.47497,0.78816,0.000201611,0.000201611,0.000201611
73,596.569,0.95848,0.57047,0.80593,0.94501,0.9697,0.97596,0.74952,0.82707,0.46742,0.78538,0.000189475,0.000189475,0.000189475
74,604.755,0.93696,0.55553,0.80876,0.94129,0.97175,0.98001,0.74951,0.84453,0.46538,0.78633,0.000177651,0.000177651,0.000177651
75,612.877,0.95621,0.55175,0.8026,0.95215,0.96469,0.97566,0.73474,0.8585,0.47882,0.78552,0.000166149,0.000166149,0.000166149
76,621.03,0.97994,0.54558,0.80796,0.9524,0.97006,0.97798,0.72091,0.92063,0.47712,0.78887,0.000154982,0.000154982,0.000154982
77,629.159,0.92946,0.54046,0.81148,0.95315,0.95455,0.97867,0.75825,0.81554,0.45798,0.78323,0.000144161,0.000144161,0.000144161
78,637.449,0.91944,0.53965,0.80818,0.96342,0.95783,0.97923,0.7382,0.85421,0.46573,0.7846,0.000133695,0.000133695,0.000133695
79,645.574,0.91509,0.54067,0.80036,0.933,0.96364,0.97517,0.76209,0.78137,0.4542,0.78276,0.000123596,0.000123596,0.000123596
80,653.83,0.88611,0.51829,0.80223,0.94665,0.96783,0.97802,0.7535,0.81039,0.45274,0.78402,0.000113873,0.000113873,0.000113873
81,661.989,0.90575,0.52998,0.80348,0.93056,0.97273,0.97264,0.75594,0.78943,0.45294,0.78252,0.000104537,0.000104537,0.000104537
82,670.158,0.90077,0.52432,0.80155,0.94914,0.9613,0.97333,0.75481,0.79792,0.45258,0.78231,9.55951e-05,9.55951e-05,9.55951e-05
83,678.271,0.88459,0.51562,0.80115,0.91746,0.98182,0.97446,0.74956,0.82391,0.4509,0.782,8.70577e-05,8.70577e-05,8.70577e-05
84,686.458,0.90184,0.51056,0.80408,0.92268,0.9763,0.97451,0.76111,0.79948,0.44755,0.78248,7.89327e-05,7.89327e-05,7.89327e-05
85,694.606,0.86887,0.51777,0.80493,0.91766,0.97945,0.9742,0.75888,0.80546,0.45078,0.78224,7.12282e-05,7.12282e-05,7.12282e-05
86,703.572,0.76094,0.48377,0.80771,0.94722,0.95152,0.9747,0.7572,0.80349,0.44411,0.78051,6.39518e-05,6.39518e-05,6.39518e-05
87,711.714,0.75257,0.48062,0.80843,0.95734,0.95152,0.97551,0.76516,0.78043,0.44622,0.78076,5.71106e-05,5.71106e-05,5.71106e-05
88,719.898,0.75748,0.45964,0.80558,0.94773,0.96667,0.97016,0.7483,0.81201,0.44445,0.7813,5.07115e-05,5.07115e-05,5.07115e-05
89,728.015,0.73655,0.46977,0.81087,0.95889,0.96364,0.9825,0.75415,0.81093,0.44458,0.78278,4.47606e-05,4.47606e-05,4.47606e-05
90,736.239,0.73317,0.45936,0.80806,0.96177,0.95758,0.98266,0.7456,0.83417,0.44971,0.7824,3.9264e-05,3.9264e-05,3.9264e-05
91,744.335,0.74459,0.46144,0.79839,0.94663,0.96747,0.98255,0.74407,0.82326,0.44048,0.78263,3.4227e-05,3.4227e-05,3.4227e-05
92,752.466,0.75473,0.46614,0.79733,0.95483,0.96091,0.98165,0.76201,0.79797,0.44211,0.78264,2.96546e-05,2.96546e-05,2.96546e-05
93,760.673,0.72306,0.44942,0.80405,0.96347,0.95905,0.98307,0.76597,0.79118,0.43611,0.78109,2.55513e-05,2.55513e-05,2.55513e-05
94,768.873,0.72283,0.45234,0.80376,0.96839,0.95758,0.98318,0.7648,0.80273,0.44003,0.78107,2.19212e-05,2.19212e-05,2.19212e-05
95,776.977,0.71929,0.43842,0.80586,0.96022,0.96061,0.98254,0.76408,0.79297,0.4326,0.78119,1.87678e-05,1.87678e-05,1.87678e-05
96,785.184,0.71899,0.43921,0.80918,0.94698,0.97428,0.98273,0.75669,0.80003,0.43284,0.7803,1.60943e-05,1.60943e-05,1.60943e-05
97,793.338,0.73118,0.44946,0.80793,0.96638,0.95811,0.98259,0.76352,0.78563,0.43245,0.78085,1.39032e-05,1.39032e-05,1.39032e-05
98,801.607,0.7214,0.44252,0.80043,0.96642,0.95943,0.98258,0.76534,0.77958,0.43298,0.78004,1.21968e-05,1.21968e-05,1.21968e-05
99,809.733,0.71858,0.44071,0.80729,0.96308,0.96061,0.98222,0.76484,0.77612,0.43288,0.78098,1.09768e-05,1.09768e-05,1.09768e-05
100,817.891,0.7237,0.44205,0.80379,0.96341,0.95758,0.98217,0.76262,0.78441,0.43297,0.78055,1.02443e-05,1.02443e-05,1.02443e-05
